username,followers,following,videos,bio,likes,is_verified,label
xXx_profit_xXx,1325,5621,3543,promo available 📩,141,0,1
b.scott.official,1020,153,139,Developer | Open source enthusiast,17818,0,0
alex_travel,222017,29,1,,352,0,1
botanist_beth,200,43,449,mom of 3 | foodie 🍕,1156,0,0
b.scott.official,470595,35,2,,728,0,1
paul_runs,200,98,287,Artist | Digital creator ✨,1215,0,0
fcbarcelona,128213473,214,2764,Professional athlete | Team captain | Brand ambassador,3134515966,1,0
tom_techie,200,94,303,software engineer @ Google,1863,0,0
bot_account_7,111,5187,0,,76,0,1
grace_beauty,200,18,324,Chef | Recipe creator 🍳,4230,0,0
grace_beauty,155863,47,0,,895,0,1
kyliejenner,25177326,201,1640,Oscar-winning director | Production company: @StudioX,2276863953,1,0
free_follower_bot,7969,6494,1174,Get free followers — click bio link,387,0,1
the_real_sam,101082,6,3,FREE BTC airdrop → link in bio,790,0,1
airdrop_winner99,5149,9991,4477,FREE BTC airdrop → link in bio,412,0,1
lena_captures,134705,35,6,♻️ repost to win $1000,333,0,1
daniel_f,200,69,144,UX designer @Meta,2232,0,0
chris_builds,200,25,202,Artist | Digital creator ✨,7905,0,0
tom_techie,396,175,167,Wildlife photographer based in Kenya,13248,0,0
mike_2023,1984,972,178,Marketing professional | keynote speaker,24466,0,0
dev_pete,348394,11,0,,546,0,1
photo_by_anna,57326,13,6,promo available 📩,834,0,1
everyday_elena,200,79,480,Musician. Coffee addict. ☕,3052,0,0
tradebot_fx,8556,5613,4042,NFT investor | crypto tips,401,0,1
kyliejenner,54932668,52,1341,Iconic musician 🎸 | 40+ years on stage,2168851616,1,0
tom_techie,35211,42,6,NFT investor | crypto tips,964,0,1
john_doe,200,6,154,Blogger | Lifestyle & wellness,8336,0,0
code_master,200,25,407,Teacher & lifelong learner 📚,7442,0,0
a8f7d3k9p2,191,7273,3,,88,0,1
9182736450,73,9402,1,,57,0,1
mark_adventure,298,45,187,photographer | travel 📷,2651,0,0
realmadrid,136768617,308,170,Professional athlete | Team captain | Brand ambassador,1592190151,1,0
mike_2023,200,5,206,Nurse practitioner | women's health advocate,6420,0,0
airdrop_winner99,39,8437,1,Real estate investor | DM for passive income secrets,38,0,1
fit_jessica,3249,184,229,Medical student | future doctor 🩺,156357,0,0
get_rich_88,141,9495,1,,54,0,1
everyday_elena,200,80,350,Musician. Coffee addict. ☕,5515,0,0
crypto_king_9999,8986,9932,782,Click link below 💰,370,0,1
photo_by_anna,1969,861,124,Freelance illustrator | art prints available,27502,0,0
fit_jessica,423,150,57,Entrepreneur | Founder @startup,11217,0,0
earn_fast_2024,154,9929,4,,2,0,1
tom_techie,69471,39,4,📈 passive income daily,929,0,1
xXx_profit_xXx,3982,6288,964,Click link below 💰,485,0,1
acc29471838,136,5653,0,,11,0,1
mike_2023,200,38,25,Developer | Open source enthusiast,6980,0,0
lisa_writes,551,5,416,Traveler | 50+ countries visited ✈️,10429,0,0
free_follower_bot,8813,8016,2653,Click link below 💰,181,0,1
amy_joy,323,64,466,Environmental activist 🌱,4496,0,0
real_human_01234,187,8773,4,promo available 📩,42,0,1
the_real_sam,434565,41,8,,994,0,1
beyonce,122641475,177,1724,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,8870985233,1,0
lena_captures,805,267,84,Teacher & lifelong learner 📚,25461,0,0
nina_art,208874,1,3,,422,0,1
99882736450,7928,6512,1732,Real estate investor | DM for passive income secrets,368,0,1
nasa,38647008,1,1962,International supermodel | Agency: IMG Models,2731789645,1,0
kimkardashian,19313263,404,345,Fashion icon | Creative Director @LuxuryBrand,1821520867,1,0
emma.j,200,37,354,Musician. Coffee addict. ☕,6881,0,0
alex_travel,203,11,22,mom of 3 | foodie 🍕,6999,0,0
kimkardashian,113120957,375,613,Iconic musician 🎸 | 40+ years on stage,3595067667,1,0
dev_pete,515,14,270,Artist | Digital creator ✨,18726,0,0
zz_promo_zz,3965,7222,3884,,475,0,1
airdrop_winner99,8455,8898,2300,,280,0,1
photo_by_anna,210,55,493,Blogger | Lifestyle & wellness,10077,0,0
sarah_smith,200,14,28,Freelance illustrator | art prints available,4934,0,0
real_human_01234,144,6627,1,Click link below 💰,0,0,1
follow_back_101,88,4817,4,follow for follow back,23,0,1
tradebot_fx,3078,8247,4286,investment advisor DM me,218,0,1
emma.j,200,86,494,UX designer @Meta,8114,0,0
sarah_smith,200,88,46,Fashion designer | PR welcome,9922,0,0
nft_dropper_69,9446,9288,1848,📈 passive income daily,344,0,1
mark_adventure,529,218,419,photographer | travel 📷,17094,0,0
tom_techie,348,25,434,Gaming streamer | Twitch partner 🎮,15684,0,0
zz_promo_zz,8097,8652,4362,,358,0,1
emma.j,380611,19,7,,777,0,1
lena_captures,204,34,478,Gaming streamer | Twitch partner 🎮,7814,0,0
lena_captures,397485,5,6,🔞 link in bio,517,0,1
amy_joy,1298,210,355,software engineer @ Google,12149,0,0
1234567890ab,4819,5722,2844,NFT investor | crypto tips,129,0,1
chef_marco,200,91,328,Environmental activist 🌱,1624,0,0
nft_dropper_69,30,4445,2,Click link below 💰,11,0,1
1234567890ab,2793,7183,4113,🔞 link in bio,264,0,1
99882736450,144,3405,0,Get free followers — click bio link,87,0,1
real_human_01234,4036,7139,3841,Get free followers — click bio link,298,0,1
dev_pete,211,27,489,Artist | Digital creator ✨,4770,0,0
dev_pete,114343,44,6,,761,0,1
nina_art,358,141,187,Dog lover 🐾 | Hiking | Books,10256,0,0
a8f7d3k9p2,1517,6991,3571,,119,0,1
therock,77836049,336,1345,Nobel Peace Prize laureate | Activist,3032997378,1,0
mindful_maya,521,10,50,Dog lover 🐾 | Hiking | Books,11495,0,0
1234567890ab,185,3440,2,,51,0,1
botanist_beth,200,21,490,Developer | Open source enthusiast,5569,0,0
a8f7d3k9p2,6202,9772,3318,follow for follow back,341,0,1
free_followers_now,141,6623,1,♻️ repost to win $1000,57,0,1
xXx_profit_xXx,66,3693,2,,56,0,1
real_human_01234,132,4763,3,♻️ repost to win $1000,12,0,1
beyonce,85101185,45,3611,Nobel Peace Prize laureate | Activist,2575447640,1,0
the_real_sam,13287,18,1,Real estate investor | DM for passive income secrets,52,0,1
xXx_profit_xXx,1830,8104,1666,,446,0,1
john_doe,47409,14,8,DM me to grow your account fast,567,0,1
acc29471838,68,5526,0,Real estate investor | DM for passive income secrets,25,0,1
jeffbezos,97948186,31,4135,World #1 tennis player 🎾 | Foundation: @AidFundation,6168270293,1,0
1234567890ab,4866,5141,3905,btc eth airdrop free coins,20,0,1
grace_beauty,200,59,334,Wildlife photographer based in Kenya,2520,0,0
crypto_king_9999,89,3513,4,♻️ repost to win $1000,4,0,1
bot_account_7,1,4475,4,investment advisor DM me,75,0,1
fit_jessica,200,89,349,Dance teacher | choreographer,2406,0,0
creative_dan,341,91,429,Retired engineer | amateur astronomer 🔭,2711,0,0
chef_marco,870,286,326,photographer | travel 📷,28191,0,0
mindful_maya,624,86,157,Teacher & lifelong learner 📚,19771,0,0
free_followers_now,141,6009,0,btc eth airdrop free coins,90,0,1
code_master,133809,42,4,DM me to grow your account fast,531,0,1
sarah_smith,274,73,268,Musician. Coffee addict. ☕,2338,0,0
q7w8e9r0t1y2,91,9090,4,Click link below 💰,51,0,1
selenagomez,23596137,409,1140,Grammy-winning artist 🎵 | New album out now,1122094215,1,0
fit_jessica,200,56,354,Environmental activist 🌱,2997,0,0
photo_by_anna,200,68,51,photographer | travel 📷,8712,0,0
lisa_writes,200,67,403,Data scientist | ML researcher,3407,0,0
lena_captures,484118,34,2,DM me to grow your account fast,305,0,1
paul_runs,73882,8,1,btc eth airdrop free coins,394,0,1
everyday_elena,83153,30,0,DM me to grow your account fast,931,0,1
kyliejenner,12994378,226,2570,World #1 tennis player 🎾 | Foundation: @AidFundation,323457312,1,0
john_doe,115780,25,6,investment advisor DM me,461,0,1
john_doe,200,65,168,Marketing professional | keynote speaker,2994,0,0
follow_back_101,107,8547,4,follow for follow back,38,0,1
a8f7d3k9p2,174,9947,3,FREE BTC airdrop → link in bio,63,0,1
lisa_writes,326,122,160,software engineer @ Google,4475,0,0
bot_account_7,2873,7158,4786,♻️ repost to win $1000,421,0,1
lena_captures,200,17,219,UX designer @Meta,9730,0,0
earn_fast_2024,47,8222,3,FREE BTC airdrop → link in bio,53,0,1
chris_builds,4028,1713,394,Freelance illustrator | art prints available,94508,0,0
zz_promo_zz,134,6017,3,Click link below 💰,58,0,1
sarah_smith,241,33,437,Nurse practitioner | women's health advocate,4371,0,0
chris_builds,381981,12,1,♻️ repost to win $1000,615,0,1
code_master,831,299,8,Podcaster | interviewing founders,12628,0,0
dev_pete,85275,37,4,Get free followers — click bio link,195,0,1
selenagomez,10578429,384,3950,Fashion icon | Creative Director @LuxuryBrand,442007012,1,0
creative_dan,200,39,191,Medical student | future doctor 🩺,2213,0,0
xXx_profit_xXx,2055,9251,3516,🔞 link in bio,40,0,1
mindful_maya,225,63,321,Artist | Digital creator ✨,11164,0,0
lisa_writes,48784,46,5,crypto signals ✅ 99% win rate,611,0,1
follow_back_101,166,3145,3,follow for follow back,99,0,1
surf_with_evan,312812,31,7,🔞 link in bio,871,0,1
q7w8e9r0t1y2,6633,9162,689,🔞 link in bio,463,0,1
emma.j,369467,0,8,,947,0,1
everyday_elena,200,76,417,photographer | travel 📷,7298,0,0
tom_techie,200,68,344,Entrepreneur | Founder @startup,3423,0,0
tom_techie,200,9,338,Developer | Open source enthusiast,8626,0,0
mindful_maya,200,80,313,News journalist @NYT,7037,0,0
alex_travel,200,82,472,Gaming streamer | Twitch partner 🎮,9572,0,0
bot_account_7,3498,7750,4988,Real estate investor | DM for passive income secrets,119,0,1
mindful_maya,200,5,207,Podcaster | interviewing founders,7823,0,0
a8f7d3k9p2,115,8597,2,,37,0,1
everyday_elena,472369,30,1,📈 passive income daily,551,0,1
99882736450,151,5320,0,promo available 📩,76,0,1
amy_joy,155751,40,8,,829,0,1
dev_pete,200,9,175,High school teacher | making STEM fun,3530,0,0
bot_account_7,37,7840,0,DM me to grow your account fast,39,0,1
earn_fast_2024,58,3830,4,,43,0,1
acc29471838,175,6877,0,🔞 link in bio,80,0,1
the_real_sam,366,123,390,Chef | Recipe creator 🍳,4019,0,0
kyliejenner,59505753,156,4728,CEO @Fortune500 | Author | Speaker,4964229932,1,0
q7w8e9r0t1y2,174,8609,4,Click link below 💰,88,0,1
mike_2023,200,60,481,Teacher & lifelong learner 📚,2174,0,0
mark_adventure,445,5,416,Yoga instructor | wellness coach 🧘,2489,0,0
99882736450,128,7963,3,Real estate investor | DM for passive income secrets,60,0,1
nina_art,200,16,422,Dog lover 🐾 | Hiking | Books,2562,0,0
nft_dropper_69,5227,9373,3667,,65,0,1
dev_pete,937,454,111,Podcaster | interviewing founders,4983,0,0
free_followers_now,49,4651,2,promo available 📩,6,0,1
nft_dropper_69,197,9514,3,FREE BTC airdrop → link in bio,84,0,1
crypto_king_9999,26,4340,1,,49,0,1
lena_captures,1609,459,479,photographer | travel 📷,11446,0,0
daniel_f,200,54,307,High school teacher | making STEM fun,4179,0,0
free_followers_now,132,7023,4,,25,0,1
mark_adventure,398,118,463,Dog lover 🐾 | Hiking | Books,9267,0,0
alex_travel,18882,1,7,🔞 link in bio,494,0,1
crypto_king_9999,1268,8033,4941,Get free followers — click bio link,484,0,1
paul_runs,1642,173,96,Freelance illustrator | art prints available,79539,0,0
amy_joy,91687,30,5,,561,0,1
chef_marco,414,75,64,Developer | Open source enthusiast,5000,0,0
b.scott.official,200,63,152,Data scientist | ML researcher,6702,0,0
free_follower_bot,2313,5222,2187,,218,0,1
the_real_sam,124528,23,4,btc eth airdrop free coins,399,0,1
acc29471838,128,4029,1,♻️ repost to win $1000,86,0,1
beyonce,127973772,343,4229,Iconic musician 🎸 | 40+ years on stage,5562010135,1,0
alex_travel,477,61,93,Fashion designer | PR welcome,5853,0,0
chef_marco,200,22,375,High school teacher | making STEM fun,4743,0,0
surf_with_evan,221,109,237,Developer | Open source enthusiast,7696,0,0
tim_cook,147920620,369,2488,Iconic musician 🎸 | 40+ years on stage,4735235608,1,0
tradebot_fx,2305,8123,763,♻️ repost to win $1000,458,0,1
fcbarcelona,50389788,89,2112,World #1 tennis player 🎾 | Foundation: @AidFundation,633087746,1,0
user8374629,175,4541,0,NFT investor | crypto tips,29,0,1
earn_fast_2024,54,8385,2,,28,0,1
alex_travel,200,17,389,Architect | sustainable design,8660,0,0
xXx_profit_xXx,8148,9539,943,follow for follow back,278,0,1
realmadrid,36058932,404,1261,Iconic musician 🎸 | 40+ years on stage,725399400,1,0
mark_adventure,504,210,292,Yoga instructor | wellness coach 🧘,10849,0,0
9182736450,29,6803,1,♻️ repost to win $1000,43,0,1
mark_adventure,433485,3,6,btc eth airdrop free coins,918,0,1
fit_jessica,200,94,89,Nurse practitioner | women's health advocate,6055,0,0
b.scott.official,200,23,176,Nurse practitioner | women's health advocate,2352,0,0
acc29471838,166,7241,2,btc eth airdrop free coins,76,0,1
xXx_profit_xXx,148,8861,2,♻️ repost to win $1000,96,0,1
alex_travel,200,21,62,Data scientist | ML researcher,6361,0,0
mindful_maya,200,45,403,Developer | Open source enthusiast,8383,0,0
photo_by_anna,78642,41,4,Click link below 💰,538,0,1
fit_jessica,200,88,457,News journalist @NYT,6596,0,0
emma.j,396838,17,1,DM me to grow your account fast,772,0,1
nina_art,200,40,12,Dog lover 🐾 | Hiking | Books,1040,0,0
elonmusk,17229744,173,568,Fashion icon | Creative Director @LuxuryBrand,632907341,1,0
b.scott.official,416244,27,2,,760,0,1
fit_jessica,70586,10,1,promo available 📩,232,0,1
get_rich_88,2211,7533,3212,,267,0,1
fit_jessica,321037,35,7,,693,0,1
nft_dropper_69,4512,6202,3111,earn $500/day 👇,358,0,1
chef_marco,497354,36,5,DM me to grow your account fast,767,0,1
code_master,559,268,207,High school teacher | making STEM fun,12347,0,0
real_human_01234,79,7931,1,Real estate investor | DM for passive income secrets,70,0,1
amy_joy,96221,14,1,,500,0,1
lena_captures,1434,611,127,Environmental activist 🌱,32779,0,0
code_master,60544,26,0,Get free followers — click bio link,922,0,1
lena_captures,431075,17,2,crypto signals ✅ 99% win rate,384,0,1
free_follower_bot,193,3468,2,promo available 📩,76,0,1
chef_marco,2983,89,361,Dance teacher | choreographer,109947,0,0
justinbieber,68896619,349,2177,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,6707223869,1,0
nasa,115592792,87,4916,World #1 tennis player 🎾 | Foundation: @AidFundation,10553566492,1,0
creative_dan,296,52,178,Data scientist | ML researcher,10202,0,0
crypto_king_9999,3081,5165,2652,📈 passive income daily,190,0,1
q7w8e9r0t1y2,2122,7782,2020,btc eth airdrop free coins,389,0,1
follow_back_101,19,6876,4,btc eth airdrop free coins,39,0,1
nft_dropper_69,6101,8902,2168,promo available 📩,446,0,1
lisa_writes,200,5,321,High school teacher | making STEM fun,9362,0,0
acc29471838,45,5578,2,crypto signals ✅ 99% win rate,49,0,1
real_human_01234,35,9062,1,🔞 link in bio,69,0,1
q7w8e9r0t1y2,5585,9887,3302,promo available 📩,404,0,1
creative_dan,466,84,449,Data scientist | ML researcher,18917,0,0
arianagrande,146047499,142,2104,Grammy-winning artist 🎵 | New album out now,5374374176,1,0
journeys_with_kai,293,37,359,Nurse practitioner | women's health advocate,7014,0,0
photo_by_anna,57432,43,7,♻️ repost to win $1000,111,0,1
mark_adventure,200,13,70,Yoga instructor | wellness coach 🧘,8374,0,0
everyday_elena,1238,324,277,Nurse practitioner | women's health advocate,28626,0,0
photo_by_anna,200,15,318,mom of 3 | foodie 🍕,6069,0,0
grace_beauty,12151,14,5,FREE BTC airdrop → link in bio,469,0,1
amy_joy,200,70,85,Wildlife photographer based in Kenya,4633,0,0
neymarjr,83426655,17,4774,World #1 tennis player 🎾 | Foundation: @AidFundation,5645364537,1,0
amy_joy,200,62,228,Developer | Open source enthusiast,9435,0,0
chef_marco,200,63,305,Retired engineer | amateur astronomer 🔭,3664,0,0
mark_adventure,934,323,61,Musician. Coffee addict. ☕,44775,0,0
photo_by_anna,244,92,26,Podcaster | interviewing founders,10277,0,0
the_real_sam,566,22,182,Musician. Coffee addict. ☕,7088,0,0
xXx_profit_xXx,5386,5591,3620,Real estate investor | DM for passive income secrets,483,0,1
lisa_writes,211042,49,7,promo available 📩,24,0,1
emma.j,200,5,164,Entrepreneur | Founder @startup,8738,0,0
nasa,64220127,449,236,Iconic musician 🎸 | 40+ years on stage,2331794219,1,0
alex_travel,257,37,406,Freelance illustrator | art prints available,2792,0,0
lena_captures,515,63,142,mom of 3 | foodie 🍕,23208,0,0
realmadrid,56933000,444,207,Grammy-winning artist 🎵 | New album out now,4472845952,1,0
follow_back_101,801,7135,3831,crypto signals ✅ 99% win rate,117,0,1
mike_2023,200,13,349,Yoga instructor | wellness coach 🧘,6930,0,0
99882736450,7,6129,0,📈 passive income daily,42,0,1
beyonce,73336962,62,2234,Fashion icon | Creative Director @LuxuryBrand,7299864298,1,0
b.scott.official,200,44,224,News journalist @NYT,8817,0,0
crypto_king_9999,3245,6774,3428,NFT investor | crypto tips,364,0,1
chef_marco,113070,36,4,,47,0,1
amy_joy,200,6,471,Fashion designer | PR welcome,6229,0,0
daniel_f,200,11,316,Environmental activist 🌱,4238,0,0
xXx_profit_xXx,9462,7287,1862,🔞 link in bio,327,0,1
b.scott.official,11591,39,9,Get free followers — click bio link,387,0,1
botanist_beth,276334,32,4,,561,0,1
surf_with_evan,200,9,433,High school teacher | making STEM fun,1748,0,0
9182736450,134,7401,4,Get free followers — click bio link,8,0,1
jeffbezos,38730959,256,3363,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,3460775062,1,0
free_follower_bot,66,6491,3,,78,0,1
john_doe,504,118,379,Blogger | Lifestyle & wellness,21701,0,0
tom_techie,239,27,454,photographer | travel 📷,3539,0,0
sarah_smith,200,18,434,mom of 3 | foodie 🍕,3187,0,0
nft_dropper_69,4139,9498,2847,crypto signals ✅ 99% win rate,92,0,1
code_master,200,77,319,Yoga instructor | wellness coach 🧘,2950,0,0
kimkardashian,102540893,223,376,Iconic musician 🎸 | 40+ years on stage,7082080350,1,0
dev_pete,430566,8,3,,768,0,1
alex_travel,487,35,281,Dog lover 🐾 | Hiking | Books,3710,0,0
1234567890ab,6338,8101,2210,follow for follow back,92,0,1
the_real_sam,413327,47,0,FREE BTC airdrop → link in bio,232,0,1
tom_techie,456,173,436,Wildlife photographer based in Kenya,18551,0,0
sarah_smith,254175,6,6,FREE BTC airdrop → link in bio,797,0,1
alex_travel,327272,5,7,crypto signals ✅ 99% win rate,982,0,1
earn_fast_2024,14,4794,3,Click link below 💰,95,0,1
botanist_beth,380767,41,3,🔞 link in bio,169,0,1
grace_beauty,607,6,109,mom of 3 | foodie 🍕,27129,0,0
amy_joy,200,8,249,Dance teacher | choreographer,1156,0,0
dev_pete,875,155,82,Fashion designer | PR welcome,41923,0,0
zz_promo_zz,4,9525,3,earn $500/day 👇,35,0,1
mike_2023,232173,42,8,,503,0,1
dev_pete,116771,23,0,follow for follow back,888,0,1
sarah_smith,389,186,271,software engineer @ Google,18794,0,0
tim_cook,25334883,184,2273,CEO @Fortune500 | Author | Speaker,1319852811,1,0
dev_pete,117623,21,4,,691,0,1
kyliejenner,36509128,356,430,Fashion icon | Creative Director @LuxuryBrand,2616861570,1,0
b.scott.official,362,50,278,Podcaster | interviewing founders,12716,0,0
paul_runs,200,25,178,Environmental activist 🌱,8877,0,0
john_doe,112432,44,8,,965,0,1
daniel_f,275,44,284,Marketing professional | keynote speaker,10233,0,0
jeffbezos,65632052,355,3572,World #1 tennis player 🎾 | Foundation: @AidFundation,4134547611,1,0
q7w8e9r0t1y2,152,4011,4,📈 passive income daily,87,0,1
chef_marco,857,199,51,Podcaster | interviewing founders,10057,0,0
chris_builds,405348,40,2,Click link below 💰,933,0,1
the_real_sam,200,9,315,Blogger | Lifestyle & wellness,7826,0,0
code_master,15780,21,6,FREE BTC airdrop → link in bio,874,0,1
xXx_profit_xXx,3015,7305,545,,338,0,1
everyday_elena,200,83,437,Environmental activist 🌱,6509,0,0
natgeo,32377902,159,3076,Professional athlete | Team captain | Brand ambassador,980187438,1,0
sarah_smith,745,243,23,Fashion designer | PR welcome,5846,0,0
surf_with_evan,336798,46,7,,514,0,1
amy_joy,252811,20,6,Real estate investor | DM for passive income secrets,955,0,1
crypto_king_9999,7622,9585,1857,follow for follow back,282,0,1
mark_adventure,200,6,168,Gaming streamer | Twitch partner 🎮,5203,0,0
lisa_writes,12245,13,0,NFT investor | crypto tips,795,0,1
amy_joy,200,32,215,Dance teacher | choreographer,8559,0,0
free_followers_now,7242,7028,4265,,361,0,1
1234567890ab,9387,7754,1069,,59,0,1
journeys_with_kai,218,97,147,Dog lover 🐾 | Hiking | Books,9075,0,0
lena_captures,204809,9,5,,412,0,1
john_doe,200,55,101,Architect | sustainable design,1005,0,0
q7w8e9r0t1y2,188,7314,0,,22,0,1
amy_joy,200,63,322,Chef | Recipe creator 🍳,8049,0,0
emma.j,200,71,258,Artist | Digital creator ✨,4611,0,0
fcbarcelona,113970880,87,4052,Nobel Peace Prize laureate | Activist,1356448867,1,0
alex_travel,6978,1737,114,High school teacher | making STEM fun,177963,0,0
lena_captures,200,5,15,Dance teacher | choreographer,5134,0,0
mike_2023,205,48,323,Medical student | future doctor 🩺,4412,0,0
lisa_writes,200,85,483,News journalist @NYT,5902,0,0
mike_2023,421219,2,0,,306,0,1
everyday_elena,238,59,438,Blogger | Lifestyle & wellness,8911,0,0
follow_back_101,5854,9466,2045,promo available 📩,497,0,1
acc29471838,8968,5857,680,,349,0,1
sarah_smith,331783,32,4,📈 passive income daily,757,0,1
zz_promo_zz,59,9367,0,investment advisor DM me,36,0,1
mindful_maya,200,58,38,Dance teacher | choreographer,5413,0,0
tradebot_fx,9285,6308,1990,crypto signals ✅ 99% win rate,2,0,1
photo_by_anna,200,93,338,Musician. Coffee addict. ☕,1440,0,0
botanist_beth,200,18,426,Gaming streamer | Twitch partner 🎮,8938,0,0
creative_dan,426690,24,6,Click link below 💰,394,0,1
acc29471838,2,5372,1,🔞 link in bio,99,0,1
mindful_maya,152544,2,7,,630,0,1
crypto_king_9999,69,9068,1,,61,0,1
q7w8e9r0t1y2,157,5584,4,DM me to grow your account fast,87,0,1
code_master,422,71,219,Yoga instructor | wellness coach 🧘,5975,0,0
oprah,93403031,312,4916,Iconic musician 🎸 | 40+ years on stage,6533679653,1,0
fit_jessica,467817,1,5,Real estate investor | DM for passive income secrets,281,0,1
mindful_maya,372504,12,7,promo available 📩,411,0,1
alex_travel,2659,379,133,Teacher & lifelong learner 📚,113423,0,0
free_follower_bot,132,6032,0,,19,0,1
lisa_writes,579,106,85,Entrepreneur | Founder @startup,24514,0,0
zz_promo_zz,1572,9814,4958,,157,0,1
get_rich_88,5158,9564,4302,,2,0,1
follow_back_101,49,5615,4,btc eth airdrop free coins,19,0,1
crypto_king_9999,8988,6784,3668,Real estate investor | DM for passive income secrets,421,0,1
lisa_writes,258080,25,4,,251,0,1
crypto_king_9999,140,3942,2,earn $500/day 👇,25,0,1
everyday_elena,200,5,495,News journalist @NYT,7616,0,0
fit_jessica,200,84,319,Yoga instructor | wellness coach 🧘,6952,0,0
get_rich_88,129,3495,1,♻️ repost to win $1000,0,0,1
botanist_beth,200,32,129,Traveler | 50+ countries visited ✈️,4941,0,0
user8374629,4690,6941,2309,📈 passive income daily,348,0,1
mark_adventure,200,11,75,Developer | Open source enthusiast,1048,0,0
kimkardashian,12655155,43,2207,Oscar-winning director | Production company: @StudioX,743901312,1,0
journeys_with_kai,231,53,67,Musician. Coffee addict. ☕,4237,0,0
real_human_01234,7582,7171,3493,earn $500/day 👇,6,0,1
the_real_sam,200,43,362,Teacher & lifelong learner 📚,6726,0,0
earn_fast_2024,19,7507,0,promo available 📩,66,0,1
fit_jessica,27047,21,1,NFT investor | crypto tips,401,0,1
everyday_elena,457,14,316,Dog lover 🐾 | Hiking | Books,21329,0,0
9182736450,5,8781,1,FREE BTC airdrop → link in bio,76,0,1
botanist_beth,202352,47,0,Get free followers — click bio link,290,0,1
paul_runs,160409,43,0,FREE BTC airdrop → link in bio,298,0,1
follow_back_101,96,9010,0,🔞 link in bio,79,0,1
crypto_king_9999,27,6732,1,DM me to grow your account fast,92,0,1
dev_pete,200,95,213,fitness coach 💪 DM for plans,8063,0,0
fit_jessica,200,32,286,Environmental activist 🌱,8840,0,0
lena_captures,1601,221,434,UX designer @Meta,61747,0,0
xXx_profit_xXx,59,3893,4,Real estate investor | DM for passive income secrets,73,0,1
sarah_smith,176001,30,6,NFT investor | crypto tips,841,0,1
journeys_with_kai,200,24,284,Environmental activist 🌱,1136,0,0
john_doe,200,51,204,Traveler | 50+ countries visited ✈️,3035,0,0
alex_travel,200,30,266,Traveler | 50+ countries visited ✈️,8610,0,0
lisa_writes,200,71,241,mom of 3 | foodie 🍕,7643,0,0
elonmusk,127554532,493,4190,Nobel Peace Prize laureate | Activist,7041754636,1,0
bot_account_7,6990,8149,1745,FREE BTC airdrop → link in bio,270,0,1
grace_beauty,153110,49,2,🔞 link in bio,431,0,1
b.scott.official,454305,8,0,btc eth airdrop free coins,783,0,1
chris_builds,200,21,346,fitness coach 💪 DM for plans,3528,0,0
amy_joy,350,148,140,Medical student | future doctor 🩺,10439,0,0
get_rich_88,9427,7512,2701,btc eth airdrop free coins,54,0,1
daniel_f,200,37,400,UX designer @Meta,9070,0,0
lisa_writes,266,21,81,News journalist @NYT,3629,0,0
nft_dropper_69,9035,5570,2191,investment advisor DM me,401,0,1
lisa_writes,200,85,459,High school teacher | making STEM fun,6399,0,0
daniel_f,380302,20,2,Real estate investor | DM for passive income secrets,487,0,1
airdrop_winner99,3831,8608,1661,,116,0,1
user8374629,7267,8174,1013,NFT investor | crypto tips,186,0,1
the_real_sam,113446,39,4,earn $500/day 👇,268,0,1
john_doe,437241,35,6,promo available 📩,9,0,1
botanist_beth,339964,2,3,📈 passive income daily,698,0,1
paul_runs,200,5,316,Retired engineer | amateur astronomer 🔭,5054,0,0
q7w8e9r0t1y2,79,9149,0,Real estate investor | DM for passive income secrets,84,0,1
the_real_sam,96839,27,1,Get free followers — click bio link,369,0,1
acc29471838,164,9941,0,follow for follow back,98,0,1
emma.j,139792,0,8,FREE BTC airdrop → link in bio,566,0,1
creative_dan,409,170,90,Nurse practitioner | women's health advocate,2797,0,0
paul_runs,200,94,412,Chef | Recipe creator 🍳,4812,0,0
tradebot_fx,6293,5925,3494,Get free followers — click bio link,56,0,1
john_doe,4058,1534,91,Medical student | future doctor 🩺,106504,0,0
amy_joy,200,20,206,Teacher & lifelong learner 📚,8395,0,0
therock,100254903,390,4975,Fashion icon | Creative Director @LuxuryBrand,2796756005,1,0
crypto_king_9999,62,7081,2,Get free followers — click bio link,36,0,1
everyday_elena,373,27,463,UX designer @Meta,7410,0,0
kimkardashian,13604453,136,2528,Grammy-winning artist 🎵 | New album out now,501445930,1,0
nike,131397586,402,3660,Grammy-winning artist 🎵 | New album out now,8887517857,1,0
fit_jessica,1477,207,490,High school teacher | making STEM fun,16763,0,0
botanist_beth,200,20,182,UX designer @Meta,4755,0,0
code_master,200,11,219,software engineer @ Google,9877,0,0
paul_runs,62105,16,7,promo available 📩,386,0,1
justinbieber,9683390,325,830,Iconic musician 🎸 | 40+ years on stage,452487375,1,0
mark_adventure,200,41,433,photographer | travel 📷,4859,0,0
tom_techie,245522,13,7,,566,0,1
crypto_king_9999,4304,7100,979,follow for follow back,21,0,1
lena_captures,347,12,178,Marketing professional | keynote speaker,5191,0,0
99882736450,2059,9393,2466,♻️ repost to win $1000,215,0,1
fcbarcelona,93369768,12,2579,Oscar-winning director | Production company: @StudioX,2999514667,1,0
