username,followers,following,tweets,bio,is_verified,listed_count,has_profile_pic,label
free_followers_now,96,4063,13,investment advisor DM me,0,0,1,1
tim_cook,71348143,641,66520,Professional athlete | Team captain | Brand ambassador,1,493441,1,0
elonmusk,125122123,665,25093,Iconic musician 🎸 | 40+ years on stage,1,51816,1,0
creative_dan,52,75,331,UX designer @Meta,0,661,1,0
mark_adventure,977319,4521,10534,Freelance illustrator | art prints available,0,32228,1,0
bot_account_7,97,4158,3,Click link below 💰,0,0,0,1
tim_cook,34769916,868,96920,International supermodel | Agency: IMG Models,1,15404,1,0
user8374629,2104,3993,464284,btc eth airdrop free coins,0,0,1,1
daniel_f,56081,35,7,📈 passive income daily,0,0,0,1
mindful_maya,50,25,100,News journalist @NYT,0,327,1,0
arianagrande,180829609,1196,88822,Iconic musician 🎸 | 40+ years on stage,1,143257,1,0
amy_joy,82,183,196,mom of 3 | foodie 🍕,0,551,1,0
9182736450,92,4551,41,📈 passive income daily,0,0,1,1
airdrop_winner99,4743,4035,301532,btc eth airdrop free coins,0,0,1,1
acc29471838,84,3757,0,Get free followers — click bio link,0,0,1,1
nina_art,50,95,689,Blogger | Lifestyle & wellness,0,971,1,0
beyonce191,72494,71,181,Fan account. Not official.,0,0,1,1
emma.j,50,108,100,Marketing professional | keynote speaker,0,827,1,0
fit_jessica,327131,4,19,follow for follow back,0,0,1,1
jeffbezos,14697106,850,15328,World #1 tennis player 🎾 | Foundation: @AidFundation,1,184873,1,0
mindful_maya,50,122,496,Musician. Coffee addict. ☕,0,209,1,0
airdrop_winner99,758,3159,369714,earn $500/day 👇,0,0,1,1
neymarjr840,180815,49,108,Fan account. Not official.,0,0,1,1
daniel_f,50,120,100,Gaming streamer | Twitch partner 🎮,0,268,1,0
follow_back_101,1754,4470,433026,,0,0,1,1
the_real_sam,907752,2473,14360,Dance teacher | choreographer,1,23757,1,0
journeys_with_kai,253,510,1003,Traveler | 50+ countries visited ✈️,1,506,1,0
lena_captures,50,86,169,Marketing professional | keynote speaker,0,234,1,0
real_human_01234,3841,3304,75130,btc eth airdrop free coins,0,0,1,1
surf_with_evan,99331,2,17,,0,0,1,1
q7w8e9r0t1y2,18,3059,18,earn $500/day 👇,0,0,1,1
mindful_maya,50,34,179,High school teacher | making STEM fun,0,137,1,0
nasa832,419680,6,185,Fan account. Not official.,0,0,1,1
q7w8e9r0t1y2,2175,3381,276799,follow for follow back,0,0,1,1
nina_art,50,51,155,mom of 3 | foodie 🍕,0,693,1,0
nasa,67409222,1554,57278,Grammy-winning artist 🎵 | New album out now,1,147153,1,0
b.scott.official,97,91,633,Artist | Digital creator ✨,0,504,1,0
mike_2023,64,149,100,News journalist @NYT,0,482,1,0
natgeo994,410109,65,87,Fan account. Not official.,0,0,1,1
neymarjr792,187777,95,91,Fan account. Not official.,0,0,1,1
nina_art,50,82,100,software engineer @ Google,0,780,1,0
1234567890ab,84,3033,20,Click link below 💰,0,0,1,1
sarah_smith,2260469,3888,45069,Retired engineer | amateur astronomer 🔭,0,3263,1,0
jeffbezos242,83621,61,10,Fan account. Not official.,0,0,1,1
tradebot_fx,4408,3707,267396,Click link below 💰,0,0,1,1
real_human_01234,4146,4910,247589,📈 passive income daily,0,0,1,1
dev_pete,366744,15,6,FREE BTC airdrop → link in bio,0,0,1,1
john_doe,50,13,100,Marketing professional | keynote speaker,0,93,1,0
mindful_maya,50,96,172,Chef | Recipe creator 🍳,0,299,1,0
grace_beauty,50,78,100,Dance teacher | choreographer,0,93,1,0
nike825,180215,19,187,Fan account. Not official.,0,0,1,1
journeys_with_kai,481,392,100,Yoga instructor | wellness coach 🧘,0,94,1,0
code_master,174188,44,10,📈 passive income daily,0,0,0,1
kyliejenner968,68867,26,152,Fan account. Not official.,0,0,1,1
lisa_writes,148,360,100,High school teacher | making STEM fun,0,601,1,0
photo_by_anna,88692,26,18,investment advisor DM me,0,0,0,1
john_doe,70,151,184,mom of 3 | foodie 🍕,0,64,1,0
botanist_beth,64,105,134,Dance teacher | choreographer,0,951,1,0
real_human_01234,81,4279,26,crypto signals ✅ 99% win rate,0,0,0,1
acc29471838,65,4334,29,♻️ repost to win $1000,0,0,1,1
lena_captures,130,266,152,Nurse practitioner | women's health advocate,0,308,1,0
everyday_elena,1141323,1271,9321,Data scientist | ML researcher,0,13502,1,0
real_human_01234,94,4747,20,,0,0,1,1
everyday_elena,153,134,121,Traveler | 50+ countries visited ✈️,0,181,1,0
paul_runs,145719,26,1,🔞 link in bio,0,0,0,1
alex_travel,50,43,100,Yoga instructor | wellness coach 🧘,0,172,1,0
fcbarcelona70,163000,72,183,Fan account. Not official.,0,0,1,1
nft_dropper_69,1388,4816,81146,🔞 link in bio,0,0,1,1
get_rich_88,81,4352,45,NFT investor | crypto tips,0,0,0,1
1234567890ab,3817,3180,113788,DM me to grow your account fast,0,0,1,1
99882736450,143,4509,121196,crypto signals ✅ 99% win rate,0,0,1,1
mark_adventure,248297,16,14,earn $500/day 👇,0,0,1,1
beyonce,52921473,1285,90109,Grammy-winning artist 🎵 | New album out now,1,321128,1,0
mark_adventure,50,63,412,Artist | Digital creator ✨,0,793,1,0
sarah_smith,50,40,100,Entrepreneur | Founder @startup,0,860,1,0
nina_art,133,328,132,Retired engineer | amateur astronomer 🔭,0,600,1,0
mike_2023,3326850,1109,44098,Fashion designer | PR welcome,1,44591,1,0
arianagrande29,203911,44,155,Fan account. Not official.,0,0,1,1
surf_with_evan,292,123,207,Retired engineer | amateur astronomer 🔭,0,633,1,0
sarah_smith,395573,3,2,DM me to grow your account fast,0,0,1,1
chris_builds,2330579,4821,2881,fitness coach 💪 DM for plans,0,31085,1,0
nft_dropper_69,4067,4154,416486,Click link below 💰,0,0,1,1
lena_captures,1156518,383,37732,Medical student | future doctor 🩺,1,24005,1,0
tom_techie,229826,30,16,btc eth airdrop free coins,0,0,1,1
the_real_sam,298902,17,14,,0,0,0,1
tom_techie,3253392,2797,19263,Musician. Coffee addict. ☕,0,48626,1,0
beyonce700,119346,65,116,Fan account. Not official.,0,0,1,1
airdrop_winner99,1183,3491,142269,🔞 link in bio,0,0,1,1
billgates467,344038,19,199,Fan account. Not official.,0,0,1,1
john_doe,168,177,105,Architect | sustainable design,0,790,1,0
earn_fast_2024,815,3615,354501,investment advisor DM me,0,0,1,1
user8374629,63,3480,29,,0,0,0,1
realmadrid,44998448,1004,84426,Grammy-winning artist 🎵 | New album out now,1,426261,1,0
jeffbezos739,182820,45,19,Fan account. Not official.,0,0,1,1
get_rich_88,68,4618,17,Get free followers — click bio link,0,0,0,1
amy_joy,4338177,4652,1015,Architect | sustainable design,1,36902,1,0
journeys_with_kai,50,34,100,Freelance illustrator | art prints available,0,831,1,0
natgeo,160626330,1304,91448,Nobel Peace Prize laureate | Activist,1,127798,1,0
amy_joy,50,71,100,High school teacher | making STEM fun,0,176,1,0
free_followers_now,2468,4941,284089,follow for follow back,0,0,1,1
paul_runs,84,61,100,fitness coach 💪 DM for plans,0,68,1,0
tim_cook,177540479,1445,41919,Professional athlete | Team captain | Brand ambassador,1,435183,1,0
paul_runs,105,228,100,News journalist @NYT,0,528,1,0
chef_marco,648718,1970,47901,News journalist @NYT,0,6341,1,0
free_followers_now,779,4915,367020,♻️ repost to win $1000,0,0,1,1
lena_captures,236103,47,11,investment advisor DM me,0,0,1,1
emma.j,50,56,100,Retired engineer | amateur astronomer 🔭,0,259,1,0
nina_art,3074397,3770,46245,Podcaster | interviewing founders,1,38085,1,0
code_master,4249469,3865,2291,Traveler | 50+ countries visited ✈️,1,2011,1,0
therock8,168456,46,96,Fan account. Not official.,0,0,1,1
neymarjr100,336653,32,74,Fan account. Not official.,0,0,1,1
crypto_king_9999,43,3031,34,,0,0,1,1
surf_with_evan,195823,31,7,,0,0,0,1
nike979,362318,91,193,Fan account. Not official.,0,0,1,1
the_real_sam,163,131,100,Artist | Digital creator ✨,0,331,1,0
9182736450,1609,4129,249327,,0,0,1,1
follow_back_101,2383,4768,484187,,0,0,1,1
free_followers_now,1926,4868,70994,,0,0,1,1
mindful_maya,2711524,1453,29716,Wildlife photographer based in Kenya,0,49602,1,0
tim_cook333,304075,95,153,Fan account. Not official.,0,0,1,1
natgeo39,393476,18,136,Fan account. Not official.,0,0,1,1
lena_captures,50,21,104,UX designer @Meta,0,355,1,0
tim_cook,56121102,1129,24968,Grammy-winning artist 🎵 | New album out now,1,169401,1,0
kyliejenner877,425396,51,12,Fan account. Not official.,0,0,1,1
justinbieber860,232602,16,104,Fan account. Not official.,0,0,1,1
nft_dropper_69,1569,3228,104188,crypto signals ✅ 99% win rate,0,0,1,1
surf_with_evan,50,32,161,Musician. Coffee addict. ☕,1,648,1,0
cristiano,66005315,463,7341,Fashion icon | Creative Director @LuxuryBrand,1,250832,1,0
b.scott.official,169,418,100,Teacher & lifelong learner 📚,0,29,1,0
mark_adventure,93,69,100,Chef | Recipe creator 🍳,0,724,1,0
99882736450,21,3396,24,NFT investor | crypto tips,0,0,0,1
user8374629,2967,3792,93109,🔞 link in bio,0,0,1,1
amy_joy,50,85,100,Dog lover 🐾 | Hiking | Books,0,942,1,0
billgates872,494788,23,29,Fan account. Not official.,0,0,1,1
tom_techie,50,31,100,Marketing professional | keynote speaker,0,55,1,0
earn_fast_2024,3382,3845,485104,,0,0,1,1
nft_dropper_69,3633,4496,359555,📈 passive income daily,0,0,1,1
chris_builds,50,70,100,News journalist @NYT,0,38,1,0
user8374629,588,4450,289959,Click link below 💰,0,0,1,1
fit_jessica,145,297,358,Gaming streamer | Twitch partner 🎮,0,87,1,0
dev_pete,50,24,100,Musician. Coffee addict. ☕,0,365,1,0
free_followers_now,53,4600,10,Click link below 💰,0,0,1,1
1234567890ab,3213,3835,156349,crypto signals ✅ 99% win rate,0,0,1,1
lena_captures,50,89,100,mom of 3 | foodie 🍕,0,667,1,0
mark_adventure,50,42,100,Dance teacher | choreographer,1,568,1,0
arianagrande782,488810,99,46,Fan account. Not official.,0,0,1,1
justinbieber81,261516,50,65,Fan account. Not official.,0,0,1,1
airdrop_winner99,226,3347,324516,btc eth airdrop free coins,0,0,1,1
justinbieber,59894284,1556,50328,Iconic musician 🎸 | 40+ years on stage,1,275551,1,0
lisa_writes,50,84,100,Retired engineer | amateur astronomer 🔭,0,856,1,0
q7w8e9r0t1y2,47,4022,0,FREE BTC airdrop → link in bio,0,0,0,1
tradebot_fx,95,4119,26,follow for follow back,0,0,1,1
tom_techie,4063163,2272,32594,High school teacher | making STEM fun,1,24098,1,0
beyonce,53113674,1552,23852,CEO @Fortune500 | Author | Speaker,1,38060,1,0
crypto_king_9999,1264,3444,348327,investment advisor DM me,0,0,1,1
mike_2023,28211,4,3,,0,0,0,1
1234567890ab,94,3830,37,Click link below 💰,0,0,0,1
daniel_f,392432,44,5,,0,0,1,1
lisa_writes,165,374,100,Dog lover 🐾 | Hiking | Books,0,405,1,0
creative_dan,65,86,732,Architect | sustainable design,0,875,1,0
chef_marco,524167,3974,40556,Musician. Coffee addict. ☕,0,15030,1,0
dev_pete,50,111,100,Chef | Recipe creator 🍳,0,439,1,0
chris_builds,344937,38,2,,0,0,0,1
emma.j,374296,3,4,,0,0,1,1
free_follower_bot,41,3427,14,📈 passive income daily,0,0,1,1
nina_art,76,23,100,Blogger | Lifestyle & wellness,0,638,1,0
kyliejenner258,253307,79,166,Fan account. Not official.,0,0,1,1
emma.j,431,627,100,Entrepreneur | Founder @startup,0,796,1,0
jeffbezos13,494711,43,175,Fan account. Not official.,0,0,1,1
chef_marco,291098,17,14,Click link below 💰,0,0,1,1
nina_art,50,78,111,Entrepreneur | Founder @startup,0,899,1,0
paul_runs,336,250,149,Artist | Digital creator ✨,0,463,1,0
john_doe,50,63,186,Marketing professional | keynote speaker,0,12,1,0
fit_jessica,358365,25,14,,0,0,0,1
therock,84234909,627,41162,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,144031,1,0
nina_art,50,44,449,Gaming streamer | Twitch partner 🎮,0,711,1,0
neymarjr,21043579,1994,67229,Iconic musician 🎸 | 40+ years on stage,1,316411,1,0
cristiano,69662266,1811,62397,Oscar-winning director | Production company: @StudioX,1,147977,1,0
b.scott.official,51,98,100,Developer | Open source enthusiast,0,371,1,0
zz_promo_zz,1170,3842,177895,promo available 📩,0,0,1,1
botanist_beth,473309,13,8,,0,0,0,1
b.scott.official,1411325,867,27583,photographer | travel 📷,1,6113,1,0
fit_jessica,54,13,100,Nurse practitioner | women's health advocate,0,116,1,0
mike_2023,50,105,241,Developer | Open source enthusiast,0,35,1,0
cristiano,138876300,1397,8199,Professional athlete | Team captain | Brand ambassador,1,70030,1,0
mark_adventure,2376222,4812,23980,Wildlife photographer based in Kenya,1,46813,1,0
fcbarcelona,194734758,276,47657,Oscar-winning director | Production company: @StudioX,1,226971,1,0
chris_builds,73,112,220,Environmental activist 🌱,0,607,1,0
xXx_profit_xXx,2018,4989,87712,crypto signals ✅ 99% win rate,0,0,1,1
tradebot_fx,87,3551,25,,0,0,0,1
daniel_f,3655598,3301,19793,UX designer @Meta,0,37220,1,0
chris_builds,50,51,182,Retired engineer | amateur astronomer 🔭,0,363,1,0
john_doe,50,83,100,Nurse practitioner | women's health advocate,0,98,1,0
lisa_writes,3519876,4974,46998,mom of 3 | foodie 🍕,0,5753,1,0
airdrop_winner99,57,4043,15,FREE BTC airdrop → link in bio,0,0,1,1
mark_adventure,206201,4,17,,0,0,0,1
oprah934,422876,38,62,Fan account. Not official.,0,0,1,1
mindful_maya,50,117,100,News journalist @NYT,0,638,1,0
arianagrande,123932652,368,9702,Nobel Peace Prize laureate | Activist,1,59601,1,0
sarah_smith,1660907,4147,47475,mom of 3 | foodie 🍕,0,38140,1,0
amy_joy,2852525,3798,20753,Retired engineer | amateur astronomer 🔭,0,15194,1,0
cristiano,136704997,707,14894,Official account. For business: manager@agency.com,1,201368,1,0
crypto_king_9999,3109,3273,255219,btc eth airdrop free coins,0,0,1,1
nasa428,317588,96,93,Fan account. Not official.,0,0,1,1
taylorswift,126213357,176,25896,Nobel Peace Prize laureate | Activist,1,184316,1,0
nike949,54573,41,19,Fan account. Not official.,0,0,1,1
code_master,50,83,100,Yoga instructor | wellness coach 🧘,0,780,1,0
code_master,193034,23,13,investment advisor DM me,0,0,1,1
bot_account_7,274,3682,102107,,0,0,1,1
journeys_with_kai,532,1129,131,Nurse practitioner | women's health advocate,0,697,1,0
botanist_beth,78,167,129,mom of 3 | foodie 🍕,0,132,1,0
chef_marco,74,97,100,Nurse practitioner | women's health advocate,0,147,1,0
mike_2023,52,106,100,High school teacher | making STEM fun,0,767,1,0
daniel_f,375339,38,13,♻️ repost to win $1000,0,0,1,1
john_doe,315563,45,6,follow for follow back,0,0,0,1
code_master,3928334,1220,48047,Yoga instructor | wellness coach 🧘,1,8509,1,0
zz_promo_zz,55,3794,32,DM me to grow your account fast,0,0,1,1
q7w8e9r0t1y2,30,4883,22,FREE BTC airdrop → link in bio,0,0,0,1
photo_by_anna,74,111,235,Marketing professional | keynote speaker,0,114,1,0
cristiano371,65259,3,93,Fan account. Not official.,0,0,1,1
journeys_with_kai,58,129,100,Retired engineer | amateur astronomer 🔭,0,341,1,0
acc29471838,4291,4793,158561,investment advisor DM me,0,0,1,1
sarah_smith,50,88,199,Yoga instructor | wellness coach 🧘,0,416,1,0
earn_fast_2024,3589,4316,198533,,0,0,1,1
nft_dropper_69,1949,4176,442217,Click link below 💰,0,0,1,1
justinbieber288,225470,8,133,Fan account. Not official.,0,0,1,1
therock,22795591,478,62848,Hollywood actor | Upcoming: Summer Blockbuster 2025,1,320420,1,0
follow_back_101,1894,4896,452498,♻️ repost to win $1000,0,0,1,1
bot_account_7,870,4151,182629,Click link below 💰,0,0,1,1
grace_beauty,4905665,4081,19032,Musician. Coffee addict. ☕,0,38641,1,0
beyonce712,388824,47,25,Fan account. Not official.,0,0,1,1
b.scott.official,50,65,100,software engineer @ Google,0,484,1,0
botanist_beth,93449,18,3,,0,0,1,1
therock461,262975,1,123,Fan account. Not official.,0,0,1,1
crypto_king_9999,3331,3501,140235,♻️ repost to win $1000,0,0,1,1
emma.j,50,40,100,Wildlife photographer based in Kenya,0,82,1,0
fit_jessica,59338,39,1,♻️ repost to win $1000,0,0,0,1
cristiano586,216793,23,82,Fan account. Not official.,0,0,1,1
xXx_profit_xXx,56,3243,37,📈 passive income daily,0,0,0,1
mindful_maya,147298,23,6,Get free followers — click bio link,0,0,0,1
journeys_with_kai,50,94,100,Musician. Coffee addict. ☕,0,33,1,0
code_master,301460,3794,3135,High school teacher | making STEM fun,0,41944,1,0
elonmusk452,435882,91,33,Fan account. Not official.,0,0,1,1
amy_joy,161431,11,5,,0,0,1,1
mark_adventure,3913271,981,17703,High school teacher | making STEM fun,0,8494,1,0
airdrop_winner99,2452,3492,350787,Click link below 💰,0,0,1,1
real_human_01234,4724,4999,94278,investment advisor DM me,0,0,1,1
daniel_f,4394116,4116,49794,fitness coach 💪 DM for plans,0,14594,1,0
airdrop_winner99,75,4493,8,earn $500/day 👇,0,0,1,1
realmadrid,59125212,1652,17176,CEO @Fortune500 | Author | Speaker,1,84580,1,0
user8374629,71,4195,13,♻️ repost to win $1000,0,0,1,1
emma.j,166,180,3203,UX designer @Meta,0,630,1,0
real_human_01234,4051,4055,187774,follow for follow back,0,0,1,1
billgates,78657681,1023,61553,Nobel Peace Prize laureate | Activist,1,45847,1,0
creative_dan,3240359,1914,30736,Architect | sustainable design,1,40690,1,0
mike_2023,758,1216,263,Developer | Open source enthusiast,0,37,1,0
mark_adventure,255,473,380,Traveler | 50+ countries visited ✈️,0,507,1,0
real_human_01234,84,3829,15,Real estate investor | DM for passive income secrets,0,0,0,1
1234567890ab,940,3061,73466,btc eth airdrop free coins,0,0,1,1
get_rich_88,3590,3418,425718,,0,0,1,1
botanist_beth,226660,38,9,♻️ repost to win $1000,0,0,1,1
justinbieber,176582908,1282,17454,Oscar-winning director | Production company: @StudioX,1,32060,1,0
a8f7d3k9p2,72,4006,25,Real estate investor | DM for passive income secrets,0,0,1,1
therock,152184235,779,53245,Official account. For business: manager@agency.com,1,489493,1,0
paul_runs,4906598,4271,21261,Medical student | future doctor 🩺,1,3347,1,0
sarah_smith,93,206,104,software engineer @ Google,0,890,1,0
free_followers_now,857,3008,288478,♻️ repost to win $1000,0,0,1,1
arianagrande754,362154,12,176,Fan account. Not official.,0,0,1,1
mindful_maya,156,80,100,Medical student | future doctor 🩺,0,988,1,0
bot_account_7,87,3659,21,,0,0,1,1
surf_with_evan,292297,30,6,earn $500/day 👇,0,0,1,1
mark_adventure,50,82,100,Dog lover 🐾 | Hiking | Books,0,314,1,0
free_followers_now,41,3990,19,,0,0,1,1
mindful_maya,290100,36,4,🔞 link in bio,0,0,0,1
get_rich_88,2844,3647,487927,,0,0,1,1
paul_runs,2096643,1198,44027,Medical student | future doctor 🩺,0,6045,1,0
airdrop_winner99,23,3230,1,♻️ repost to win $1000,0,0,1,1
kyliejenner311,423746,37,181,Fan account. Not official.,0,0,1,1
grace_beauty,2357003,2819,48304,fitness coach 💪 DM for plans,1,43467,1,0
arianagrande429,212994,37,101,Fan account. Not official.,0,0,1,1
bot_account_7,56,4010,15,crypto signals ✅ 99% win rate,0,0,0,1
b.scott.official,50,55,100,Traveler | 50+ countries visited ✈️,0,86,1,0
amy_joy,1133328,4348,13127,UX designer @Meta,1,16459,1,0
sarah_smith,213375,30,17,earn $500/day 👇,0,0,1,1
crypto_king_9999,39,3185,29,investment advisor DM me,0,0,1,1
selenagomez196,415733,37,84,Fan account. Not official.,0,0,1,1
cristiano,138311601,195,40814,Fashion icon | Creative Director @LuxuryBrand,1,244167,1,0
realmadrid,117892011,222,82887,Nobel Peace Prize laureate | Activist,1,475087,1,0
follow_back_101,3611,3548,83381,investment advisor DM me,0,0,1,1
fit_jessica,55,69,254,Wildlife photographer based in Kenya,0,411,1,0
daniel_f,83,72,100,Dog lover 🐾 | Hiking | Books,0,405,1,0
real_human_01234,4223,3814,250480,earn $500/day 👇,0,0,1,1
real_human_01234,67,3118,25,FREE BTC airdrop → link in bio,0,0,0,1
john_doe,50,44,289,photographer | travel 📷,0,527,1,0
lena_captures,172426,17,3,promo available 📩,0,0,0,1
surf_with_evan,358852,38,15,,0,0,0,1
9182736450,471,4916,304764,Click link below 💰,0,0,1,1
nike,115410134,514,25989,Fashion icon | Creative Director @LuxuryBrand,1,192777,1,0
free_follower_bot,1711,3930,297782,investment advisor DM me,0,0,1,1
b.scott.official,110062,24,0,,0,0,0,1
taylorswift774,329017,74,191,Fan account. Not official.,0,0,1,1
paul_runs,454821,34,15,earn $500/day 👇,0,0,0,1
journeys_with_kai,420813,28,2,Real estate investor | DM for passive income secrets,0,0,0,1
photo_by_anna,428876,22,7,,0,0,1,1
cristiano580,470561,24,108,Fan account. Not official.,0,0,1,1
airdrop_winner99,42,4857,46,,0,0,1,1
q7w8e9r0t1y2,95,3009,12,📈 passive income daily,0,0,0,1
mark_adventure,440,850,100,photographer | travel 📷,0,237,1,0
tom_techie,441722,5,11,Click link below 💰,0,0,1,1
nina_art,3228219,1628,16097,software engineer @ Google,1,40749,1,0
paul_runs,446,208,1003,Podcaster | interviewing founders,0,390,1,0
kimkardashian300,277914,6,59,Fan account. Not official.,0,0,1,1
acc29471838,31,4831,31,📈 passive income daily,0,0,1,1
9182736450,62,4928,2,NFT investor | crypto tips,0,0,0,1
mark_adventure,1953424,578,46848,fitness coach 💪 DM for plans,0,45976,1,0
mark_adventure,50,115,183,Entrepreneur | Founder @startup,0,309,1,0
real_human_01234,3139,3380,496937,NFT investor | crypto tips,0,0,1,1
chef_marco,50,20,151,High school teacher | making STEM fun,0,870,1,0
billgates,61494071,575,93419,Fashion icon | Creative Director @LuxuryBrand,1,26462,1,0
dev_pete,222408,40,6,📈 passive income daily,0,0,1,1
earn_fast_2024,38,3348,36,📈 passive income daily,0,0,1,1
tom_techie,59,46,304,Musician. Coffee addict. ☕,0,992,1,0
nina_art,50,113,100,Developer | Open source enthusiast,0,892,1,0
q7w8e9r0t1y2,3132,4376,335420,,0,0,1,1
acc29471838,3037,4586,50636,Get free followers — click bio link,0,0,1,1
a8f7d3k9p2,41,3251,13,Get free followers — click bio link,0,0,1,1
photo_by_anna,4794829,3999,41126,Gaming streamer | Twitch partner 🎮,0,26370,1,0
real_human_01234,44,3585,1,earn $500/day 👇,0,0,1,1
john_doe,50,98,100,Medical student | future doctor 🩺,0,230,1,0
tradebot_fx,1614,4998,310596,Real estate investor | DM for passive income secrets,0,0,1,1
sarah_smith,50,106,100,Marketing professional | keynote speaker,0,404,1,0
jeffbezos939,400296,95,51,Fan account. Not official.,0,0,1,1
oprah,165831169,1997,21672,World-renowned chef 👨‍🍳 | Author of 3 cookbooks,1,52797,1,0
mark_adventure,50,111,100,UX designer @Meta,0,636,1,0
nft_dropper_69,39,4619,29,FREE BTC airdrop → link in bio,0,0,0,1
the_real_sam,50,90,100,mom of 3 | foodie 🍕,0,623,1,0
acc29471838,87,3475,48,Real estate investor | DM for passive income secrets,0,0,0,1
taylorswift757,466441,90,108,Fan account. Not official.,0,0,1,1
sarah_smith,87,200,226,High school teacher | making STEM fun,0,549,1,0
9182736450,4841,4111,87780,Get free followers — click bio link,0,0,1,1
nina_art,222,248,100,High school teacher | making STEM fun,0,281,1,0
paul_runs,50,69,217,Traveler | 50+ countries visited ✈️,0,559,1,0
beyonce,70699707,1116,96338,Official account. For business: manager@agency.com,1,280762,1,0
99882736450,4,3378,36,FREE BTC airdrop → link in bio,0,0,0,1
xXx_profit_xXx,1667,3033,318852,btc eth airdrop free coins,0,0,1,1
lena_captures,67,54,455,Yoga instructor | wellness coach 🧘,0,121,1,0
surf_with_evan,155,42,100,Teacher & lifelong learner 📚,0,232,1,0
jeffbezos234,66072,94,156,Fan account. Not official.,0,0,1,1
nasa420,304420,69,177,Fan account. Not official.,0,0,1,1
cristiano,176905955,875,87334,Fashion icon | Creative Director @LuxuryBrand,1,459006,1,0
nft_dropper_69,31,3189,27,Real estate investor | DM for passive income secrets,0,0,0,1
realmadrid,134628578,432,97688,Oscar-winning director | Production company: @StudioX,1,43368,1,0
chef_marco,50,109,270,Podcaster | interviewing founders,0,554,1,0
alex_travel,50,87,100,Fashion designer | PR welcome,0,314,1,0
journeys_with_kai,907,538,244,mom of 3 | foodie 🍕,0,153,1,0
amy_joy,452983,38,13,earn $500/day 👇,0,0,1,1
emma.j,1859387,2739,49372,Medical student | future doctor 🩺,1,27326,1,0
nike161,380106,40,105,Fan account. Not official.,0,0,1,1
user8374629,865,3292,369082,NFT investor | crypto tips,0,0,1,1
tom_techie,102,152,375,Dance teacher | choreographer,0,769,1,0
chris_builds,303638,30,13,Real estate investor | DM for passive income secrets,0,0,0,1
alex_travel,1338430,2723,47069,Blogger | Lifestyle & wellness,0,37365,1,0
surf_with_evan,4125126,2137,25636,Gaming streamer | Twitch partner 🎮,1,15272,1,0
1234567890ab,8,3402,26,Click link below 💰,0,0,1,1
b.scott.official,583,1446,100,Fashion designer | PR welcome,0,889,1,0
code_master,3534022,4836,49919,Podcaster | interviewing founders,0,38125,1,0
the_real_sam,529104,4921,14201,Teacher & lifelong learner 📚,0,7402,1,0
daniel_f,50,73,583,Musician. Coffee addict. ☕,0,793,1,0
lena_captures,468913,2996,47247,fitness coach 💪 DM for plans,0,34795,1,0
alex_travel,25732,23,8,FREE BTC airdrop → link in bio,0,0,0,1
tom_techie,208,112,200,software engineer @ Google,0,13,1,0
mike_2023,50,98,1936,fitness coach 💪 DM for plans,0,11,1,0
daniel_f,213,347,138,Traveler | 50+ countries visited ✈️,0,162,1,0
botanist_beth,34588,38,4,promo available 📩,0,0,0,1
natgeo423,79593,59,131,Fan account. Not official.,0,0,1,1
creative_dan,132058,12,0,🔞 link in bio,0,0,1,1
surf_with_evan,241067,32,3,earn $500/day 👇,0,0,0,1
daniel_f,50,108,334,Data scientist | ML researcher,0,17,1,0
nasa,70813598,1877,99278,International supermodel | Agency: IMG Models,1,30872,1,0
everyday_elena,50,88,100,UX designer @Meta,0,450,1,0
emma.j,50,25,131,Medical student | future doctor 🩺,0,262,1,0
botanist_beth,755214,3426,46736,Traveler | 50+ countries visited ✈️,1,25282,1,0
nina_art,227295,10,16,,0,0,0,1
the_real_sam,1260834,780,40550,UX designer @Meta,1,30033,1,0
chef_marco,50,33,100,Dog lover 🐾 | Hiking | Books,0,541,1,0
paul_runs,292052,8,13,📈 passive income daily,0,0,0,1
journeys_with_kai,50,31,117,Musician. Coffee addict. ☕,0,388,1,0
follow_back_101,2581,3711,335640,promo available 📩,0,0,1,1
everyday_elena,50,13,100,Chef | Recipe creator 🍳,0,158,1,0
botanist_beth,2326640,4017,31785,Musician. Coffee addict. ☕,1,12964,1,0
creative_dan,50,124,100,Medical student | future doctor 🩺,0,40,1,0
bot_account_7,4787,3718,335343,,0,0,1,1
daniel_f,156,175,100,News journalist @NYT,0,715,1,0
dev_pete,3539766,387,47464,Architect | sustainable design,0,5850,1,0
nasa,177720463,741,38288,Professional athlete | Team captain | Brand ambassador,1,243603,1,0
fit_jessica,497315,33,8,promo available 📩,0,0,0,1
justinbieber,98771038,895,70982,Official account. For business: manager@agency.com,1,401691,1,0
user8374629,64,3282,13,NFT investor | crypto tips,0,0,0,1
lena_captures,3408276,2286,30661,News journalist @NYT,1,18301,1,0
code_master,3890040,1699,20556,Teacher & lifelong learner 📚,1,3481,1,0
free_followers_now,61,4374,18,Get free followers — click bio link,0,0,0,1
oprah,140764591,1751,75198,World #1 tennis player 🎾 | Foundation: @AidFundation,1,335549,1,0
chef_marco,69,92,100,Podcaster | interviewing founders,0,412,1,0
zz_promo_zz,952,4385,290113,earn $500/day 👇,0,0,1,1
